model,pozitsiya,narx,yil,km,yonilgi,kraska,rang,hudud,posted_date
#Gentra,Elegant,"14,800$",2021,"30,000",Benzin  ,,GBO,Faqat Toshkentga,2022-04
#Nexia 3,2,"8,600$",2018,133.000,Benzin + Gaz ,,Oq,,2022-04
#Nexia 2,4,"6,800$",2014,189.000,Benzin ,,Mokriy,Toshkent,2022-04
#Spark,2,"7,700$",2019,26.000,Benzin ,,Stalnoy,,2022-04
#Cobalt,4,,2022,0,Benzin ,,Oq,Buxoro,2022-04
#Lacetti 1.6,3,"9,000$",2012,212.000,Benzin ,,Oq,,2022-04
#Cobalt,4,"12,200$",2022,4,Benzin ,,Oq,,2022-04
#Spark,1-evro,"7,100$",2017,150.000,Benzin ,,Oq,,2022-04
#Nexia,Mexanika,"8,800$",2019,"65,000",Benzin + metan ,,Oq,,2022-04
#Damas,Delux,"8,300$",2021,"1,600",Benzin  ,,Malochniy,,2022-04
#Gentra,1,"11,000$",2017,"104,000",Benzin + metan ,,Oq,Toshkent,2022-04
#Cobalt,4,"11,000$",2019,"92,900",Benzin  ,,Mokriy,,2022-04
#Spark,2,"8,300$",2019,33.200,Benzin  ,,Oq,,2022-04
#Gentra,3,"12,550$",2019,58.000,Benzin ,,Oq,Toshkent,2022-04
#Lacetti,2,"6,800$",2009,264.000,Benzin + Gaz ,,Oq,,2022-04
#Nexia 3,4,"8,800$",2017,92.000,Benzin ,,Oq,,2022-04
#Lacetti,1,"12,500$",2022,,Benzin ,,Oq,Qarshi,2022-04
#Spark,Avtomat,"8,000$",2017,65.000,Benzin ,,Oq,,2022-04
#Tico,1,"2,200$",2001,,Benzin + Metan ,50%,Oq,,2022-04
#Spark,4,,2020,"29,000",Benzin  ,,Oq,Toshkent,2022-04
#Captiva 2 4 qilingan,3,"16,500$",2012,"101,000",Benzin  ,,Kulrang,,2022-04
#Spark,2,"6,000$",2013,"234,222",Benzin  ,,Oq,,2022-04
#Nexia 2,1,"7,000$",2015,"27,000",Benzin  ,,Oq,,2022-04
#Cobalt,4,"11,200$",2020,"95,000",Benzin + metan 4 pok ,,Oq,,2022-04
#Cobalt,4,"10,800$",2020,"101,000",Benzin  ,,Oq,,2022-04
#Matiz Best,MX,"6,900$",2018,"28,870",Benzin  ,,Oq,Toshkent,2022-04
#Gentra,3,"11,500$",2015,"163,000",Benzin + metan ,,Oq,Toshkent,2022-04
#Mercedes ml 6.3 amg,Full,"70,000$",2012,109.000,Benzin ,,Jemchuk,,2022-04
#Traverse,a/t,"58,000$",2021,"9,000",Benzin  ,,Oq,,2022-04
#Nexia 1,1,"5,200$",2004,"250,000",Benzin  ,,Oq,,2022-04
#Cobalt,4,"8,700$",2014,198.000,Benzin + Gaz ,,Mokriy,,2022-04
#Matiz,Euro,"3,300$",2009,235.000,Benzin ,30%,Zangor,,2022-04
#Gentra,Elegant,"14,200$",2021,"11,000",Benzin  ,,Qora,Toshkent,2022-04
#Nexia 3, 4,"9,300$",2019,"40,000",Benzin  ,,Mokriy,,2022-04
#Nexia 3,1,"9,200$",2017,"55,500",Benzin  ,,GK,,2022-04
#Gentra,1,"10,400$",2018,"76,000",Benzin  ,,Choko,,2022-04
#Spark,2,"6,300$",2016,"170,000",Benzin  ,,Oq,,2022-04
#Captiva 3,4,"22,000$",2016,"86,000",Benzin  ,,Choco,Toshkent,2022-04
#Gentra,1,"10,600$",2019,"94,000",Benzin + metan ,,Mokriy,,2022-04
#Spark,2,"7,500$",2018,"33,000",Benzin  ,,Choko,,2022-04
#Nexia 3,2,"8,800$",2019,"37,100",Benzin  ,,Oq,,2022-04
#Cobalt,2,"11,800$",2021,"7,537",Benzin ,,Oq,,2022-04
#Lacetti,2,"6,600$",2011,"485,000",Benzin + metan ,,Oq,,2022-04
#Nexia 3,2,"9,500$",2017,"119,500",Benzin  ,,Oq,,2022-04
#Spark,4,,2015,65.000,Benzin  ,,Tumannoe,Toshkent,2022-04
#Gentra ,1,"9,800$",2016,60.000,Benzin ,,Qizil,,2022-03
#Gentra ,3,"17,000$",2021,20.000,Benzin ,,Oq,Marg'ilon,2022-03
#Gentra,3,"13,000$",2020,33.000,Benzin ,,Oq,,2022-03
#Spark,4,,2020,"29,000",Benzin  ,,Oq,Toshkent,2022-03
#Cobalt,4,"10,900$",2019,34.000,Benzin ,,Oq,,2022-03
#Gentra,3,"13,350$",2019,44.000,Benzin ,,Oq,Toshkent,2022-03
#Lacetti,2,"8,200$",2013,120.000,Benzin ,,Oq,,2022-03
#Gentra,3,,2022,10.600,Benzin + metan  4 pok. ,,Oq,Farg'ona,2022-03
#Lacetti,3,,2013,331.811,Benzin +metan  ,50%,Qora,,2022-03
#Spark,2,"7,500$",2016,170.000,Benzin + Gaz ,,Oq,,2022-03
#Spark,3,"6,300$",2014,"215,000",Benzin + metan ,,Kulrang,,2022-03
#Cobalt,4,"11,900$",2022,0,Benzin ,,Oq,Buxoro,2022-03
#Matiz,Super,"3,500$",2006,245.000,Benzin + Metan ,,Kulrang,,2022-03
#Hyundai Stareks,Mexanika,"15,000$",2010,30.000,Metan ,,Oq,,2022-03
#Spark,4,"9,000$",2020,"29,000",Benzin  ,,Oq,Toshkent,2022-03
#Gentra,3,"14,700$",2020,45.000,Benzin ,,Qora,Toshkent,2022-03
#Nexia 3,4,"9,200$",2019,91.000,Benzin + Metan ,,Oq,,2022-03
#Spark,4,"7,400$",2017,90.300,Benzin ,,Oq,,2022-03
#Spark,3,"7,000$",2016,127.000,Benzin + Gaz 4 pok ,,Oq,,2022-03
#Matiz,Bez,"4,500$",2011,265.300,Benzin ,,Delfin,,2022-03
#Captiva 4 (3L),3,"23,500$",2016,66.000,Benzin ,,Jemchuk,Toshkent,2022-03
#Matiz,Lyuks,"4,900$",2012,"65,400",Benzin  ,,Oq,,2022-03
#Nexia 1,1,"6,200$",1996,153.000,Benzin ,,Stalnoy,,2022-03
#Spark, 🔄Kraska:,"5,700$",2012,130.000,Benzin + Propan ,,Metalika,,2022-03
#Nexia 2,1.6,,2014,"196,120",Benzin + metan 4 pok ,,Oq,Qashqadaryo,2022-03
#Nexia 2 DOHC 1.6,4,"7,500$",2015,"100,000",Benzin + metan ,,Oq,Farg'ona,2022-03
#Kia k5,lyuks,"31,500$",2021,"16,500",Benzin  ,,Oq,,2022-03
#Hyundai Lafesta Electronic,GXL,"33,500$",2021,1.000,To'kda  ,,Mokriy,,2022-03
#Gentra,Elegant,"12,500$",2019,"63,000",Benzin  ,,Oq,,2022-03
#Captiva 1 (4 qilingan),Avtomat,"15,500$",2011,92.000,Benzin + Metan ,,Oq,"Xorazm, Xiva",2022-03
#Spark,2,"6,000$",2015,192.000,Benzin ,,Delfin,,2022-03
#Epica,3,"8,800$",2011,"155,400",Benzin  ,,Jemchug,,2022-03
#Gentra,1,"11,699$",2019,73.000,Benzin ,,Oq,,2022-03
#Malibu 1,3,"14,200$",2013,137.000,Benzin ,,Seriy,Toshkent,2022-03
#Gentra,1,"11,600$",2019,40.000,Benzin + Metan zavod ,,Oq,Toshkent viloyati,2022-03
#Spark,4,"8,200$",2018,49.100,Benzin ,,Oq,,2022-03
#Nexia 3,2,"8,600$",2020,"50,000",benzin + metan ,,Oq,,2022-03
#Mercedes C200 W202,Avtomat,"7,800$",1995,230.000,Benzin ,,Qora,,2022-03
#Gentra,1,"10,300$",2017,"120,000",Benzin + metan 4 pok ,,Mokriy,Toshkent,2022-03
#Captiva 4,4,"23,000$",2017,"168,000",Benzin  ,,Qora,Toshkent,2022-03
#Gentra,3,"12,500$",2019,50.000,Benzin ,,Qora,,2022-03
#Malibu 2,1.5,"27,000$",2020,5.600,Benzin ,,Qora,,2022-03
#Tracker 2,Avtomat,"22,500$",2022,3.200,Benzin ,,Qora,,2022-03
#Cobalt,4,"11,900$",2022,0,Benzin ,,Oq,Buxoro,2022-03
#Damas,Super,"7,700$",2020,400,Benzin ,,Oq,,2022-03
#Gentra,3,"17,500$",2020,64.000,Benzin + Gaz 4 pok ,,Oq,Andijon,2022-03
#Cobalt,2,"10,500$",2020,16.000,Benzin  ,,Bejeviy,,2022-03
#Spark,2,"6,600$",2016,"67,200",Benzin  ,,Stalnoy,,2022-03
#Gentra,3,"16,000$",2021,"11,000",Benzin  ,,Qora,,2022-03
#Cobalt,4,"10,600$",2018,130,Benzin + metan ,,Oq,,2022-03
#Lacetti,Elegant,"15,000$",2022,,Benzin  ,,Qora,Farg'ona,2022-03
#Cobalt,2,"10,900$",2020,"52,000",Benzin  ,,Mokriy,,2022-03
#Spark,2,"6,300$",2014,"197,000",Benzin  ,,Ko'k,,2022-03
#Spark,2,"7,300$",2019,"67,000",Benzin  ,,Oq,,2022-03
#Matiz,Lyuks,"4,900$",2012,"65,400",Benzin  ,,Oq,,2022-03
#Gentra,1,"12,200$",2020,"53,200",Benzin + metan 4 pok ,,Oq,,2022-03
#Nexia 2 1 qilingan,Turbo,"13,500$",2013,"93,000",Benzin  ,,Mokriy,,2022-03
#Prado Tayota,120,"22,000$",2006,"345,000",Benzin + metan ,,Qora,,2022-03
#Spark,3,"5,400$",2010,"255,000",Benzin + metan ,,Oq,,2022-03
#Nexia 1,lyuks,"5,200$",2007,290.000,Benzin + metan ,35%,Oq,,2022-03
#Cobalt,1,"7,300$",2013,"289,000",Benzin + metan ,,Stalnoy,Toshkent,2022-03
#Spark,2,"6,700$",2016,"109,000",Benzin  ,,Oq,,2022-03
#Spark,2,"5,600$",2012,"73,210",Benzin  ,,Oq,,2022-03
#Malibu,3,"15,800$",2013,"109,000",Benzin + metan ,,Metalika,Navoi viloyat,2022-03
#Gentra,1,"10,200$",2019,"29,600",Benzin + propan 4 pok  ,10%,Mokriy,,2022-03
#Gentra,1,"10,700$",2019,"29,000",Benzin  ,,Oq,Xorazm,2022-03
#Spark,3,"6,500$",2014,"215,000",Benzin + metan ,,Kulrang,,2022-03
#Spark,3,"6,800$",2014,276.000,Benzin ,,Choco,Sirdaryo,2022-03
#Gentra,1,"12,700$",2021,"2,040",Benzin  ,,Oq,,2022-03
#Lacetti,3,"13,000$",2019,37.000,Benzin ,,Mokriy,Toshkent,2022-03
#Nexia 3,3,"9,100$",2019,47.000,Benzin ,,Oq,,2022-03
#Nexia 2 ,4,"8,200$",2015,24.500, Benzin  ,,Mokriy,,2022-03
#Nexia 3,2,"10,000$",2020,48.000,Benzin + Gaz 4 pok ,,Oq,,2022-03
#Nexia 3,4,"10,700$",2021,"2,600",Benzin  ,,Oq,,2022-03
#Cobalt,3,"10,500$",2015,"56,000",Benzin + metan 4 pok ,,Oq,,2022-03
#Lada Vesta 1.8,Full,"9,600$",2018,99.000,Benzin ,,Phantom,,2022-03
#Lexus ,Es,"69,000$",2021,"12,000",Benzin  ,,Oq,Toshkent,2022-03
#Nexia 3,2,"9,000$",2019,"18,000",benzin ,,oq,,2022-03
#Gentra,1,"10,400$",2018,"76,000",Benzin  ,,Choko,,2022-03
#Cobalt,a/t,"10,450$",2018,"127,600",Benzin  ,,Oq,,2022-03
#Cobalt,4,"12,500$",2022,184,Benzin  ,,Oq,,2022-03
#Cobalt,4,"11,300$",2021,"24,000",Benzin + metan ,,Oq,,2022-03
#Matiz,Prostoy,"3,200$",2009,"375,000",Benzin  ,,Malochniy,,2022-03
#Nexia 3,2,"8,200$",2018,"108,000",Benzin  ,,Oq,,2022-03
#Spark,3,"6,800$",2015,"77,000",Benzin  ,,Oq,,2022-03
#Nexia 3,2,"8,800$",2019,"26,000",Benzin + metan ,,Oq,,2022-03
#Mercedes,350,"20,0000$",2004,185.000,Benzin  ,,Zolotoy,,2022-03
#Spark,2,"6,500$",2014,144.000,Benzin + Gaz 4 pok ,,Oq,,2022-03
#Sprinter,2,"17,999$",2010,390.000,Dizel ,,Oq,,2022-03
#Nexia 3,2,"10,300$",2020,9.000,Benzin  ,,Oq,,2022-03
#Nexia 3,2,"8,200$",2019,85.000,Benzin ,,Oq,,2022-03
#Gentra,1,"12,200$",2019,"22,000",Benzin  ,,Oq,,2022-03
#Spark,a/t,"5,800$",2013,"146,000",Benzin  ,,Qizil,,2022-03
#Nexia 3,2,"8,600$",2020,"41,000",Benzin  ,,Oq,,2022-03
#Spark,2,"8,300$",2019,"21,000",Benzin  ,,Oq,,2022-03
#Spark,2,"7,000$",2015,138.000,Benzin ,,Oq,,2022-03
#Matiz,Mix,"3,500$",2007,"203,000",Benzin  ,,Stalnoy,,2022-03
#Nexia 3,4,"11,000$",2021,"5,400",Benzin  ,,Mokriy,,2022-03
#Gentra,3,"14,800$",2021,"9,400",Benzin  ,,Oq,,2022-03
#Cobalt,2,"11,500$",2021,"5,000",Benzin  ,,Oq,,2022-03
#Spark,2,"7,200$",2019,135.000,Benzin ,,Oq,,2022-03
#Cobalt,4,"12,300$",2022,148,Benzin  ,,Mokriy,,2022-03
#Nexia 2,4,"6,100$",2012,"197,000",Benzin + propan ,,Oq,,2022-03
#Gentra,Elegant,"13,500$",2019,"42,000",Benzin  ,,Oq,,2022-03
#Epica,2,"6,200$",2011,272.000,"Benzin + Proan (100, 4 pok) ",60%,Qora,,2022-03
#Matiz best,2,"3,700$",2009,256.000,Benzin ,,Oq,,2022-03
#Matiz,Mix,"4,000$",2009,"158,900",Benzin  ,,Stalnoy,,2022-03
#Tracker,2,"18,600$",2019,"5,200",Benzin  ,,Oq,,2022-03
#Spark,1,"6,000$",2013,"87,000",Benzin ai80 ,,Oq,,2022-03
#Gentra,a/t,"15,000$",2021,"29,000",Benzin + metan ,,Qora,,2022-03
#Nexia 3,1,"9,200$",2017,"55,500",Benzin  ,,GK,,2022-03
#Malibu,2.0,"27,200$",2020,"39,525",Benzin ai95 ,,Oq,,2022-03
#Cobalt,2,"8,300$",2014,"68,000",Benzin  ,,Metalika,,2022-03
#Gentra,1,"11,200$",2019,"157,500",Benzin + metan 4 pok ,,Qora,,2022-03
#Cobalt,4,"12,000$",2022,"8,000",Benzin  ,,Oq,,2022-03
#Nexia 2,Lyuks,"6,300$",2013,"191,000",Benzin + Propan ,,Oq,,2022-03
#Nexia 2,DOHC,"7,200$",2010,"46,500",Benzin + propan ,,Oq,,2022-03
#Nexia 3,2,"8,400$",2017,67.000,Benzin + Metan 4 pok ,,Oq,,2022-03
#Cobalt,4,"11,500$",2020,"67,000",Benzin  ,,Oq,,2022-03
#Gentra,3,"13,500$",2020,"34,000",Benzin  ,,Oq,,2022-03
#Nexia 3,2,"9,500$",2019,140.000,Benzin + Gaz ,,Oq,,2022-03
#Cobalt,2,"11,000$",2019,9.500,Benzin ,,Oq,,2022-03
#Cobalt,2,"12,000$",2020,"37,000",Benzin + metan ,,Mokriy,,2022-03
#Nexia 3,2,"9,200$",2017,73.000,Benzin ,,Oq,,2022-03
#Gentra,1,"12,300$",2022,"2,700",Benzin  ,,Oq,,2022-03
#Spark,4,"9,000$",2019,"30,000",Benzin  ,,Oq,,2022-03
#Lacetti Gentra,1,"12,800$",2022,"2,100",Benzin  ,,Oq,,2022-03
#Nexia 3,4,"8,800$",2017,"70,000",Benzin + metan ,,Oq,,2022-03
#Matiz best Ravon,Full,"6,000$",2019,"46,500",Benzin  ,,Oq,,2022-03
#Epica,3,"8,700$",2012,210.000,Benzin ,,Qora,Toshkent,2022-03
#Nexia 3,2,"9,500$",2019,"21,000",Benzin  ,,Oq,,2022-03
#Malibu ,3,"16,000$",2012,"101,000",Benzin + metan ,,Oq,,2022-03
#KIA K5 GT Line,Full,"45,500$",2022,"17,000", Benzin ,,Oq,,2022-03
#Gentra,1,"12,200$",2019,"22,700",Benzin + metan ,,Oq,,2022-03
#Spark,2,"8,800$",2019,"37,000",Benzin + metan ,,Oq,,2022-03
#Nexia 2,4,"6,450$",2015,"198,000",Benzin + metan ,,Oq,,2022-03
#Nexia 2,2,"6,500$",2014,50.000,Benzin ,,Qora,,2022-03
#Cobalt,2,"8,500$",2014,"68,000",Benzin  ,,Metalika,,2022-03
#Gentra,1,"12,250$",2022,16,Benzin  ,,Oq,,2022-03
#Gentra,2,"11,000$",2018,"105,000",Benzin + metan ,,Oq,,2022-03
#Nexia 2 Gibrid,3,"6,500$",2014,"193,500",Benzin + metan ,,Oq,,2022-03
#Tico,Mexanika,"2,200$",1997,"135,000",Benzin  ,,Tilla,,2022-03
#Tracker 2,Redline,"25,200$",2022,500,Benzin  ,,Qora,,2022-03
#Spark,4,"9,000$",2019,16.500,Benzin ,,Oq,,2022-03
#Gentra,1,"10,500$",2017,78.000,Benzin + Metan ,,Oq,,2022-03
#Spark,4,"10,200$",2021,26.000,Benzin ,,Oq,,2022-03
#Matiz,3,"4,300$",2009,"186,000",Benzin + metan ,,Oq,,2022-03
#Gentra,3,"14,500$",2021,"13,000",Benzin + metan ,,Oq,,2022-03
#Gentra,Elegant,"14,000$",2019,"42,000",Benzin  ,,Oq,,2022-03
#Cobalt ,2,"8,000$",2015,"298,000", Benzin+Metan  ,20%,Oq,,2022-03
#Cobalt,2,"11,000$",2020,"45,000",Benzin + metan ,,Oq,,2022-03
#Spark,Mexanika,"7,800$",2019,"83,000",Benzin + metan ,,Oq,,2022-03
#Cobalt,4,"11,500$",2020,"67,000",Benzin  ,,Oq,,2022-03
#Cobalt,2,"8,500$",2014,"68,000",Benzin  ,,Metalika,,2022-03
 #Spark,4,"8,500$",2019,"41,800",Benzin  ,,Oq,,2022-03
#Kia k5,Prestige,"35,500$",2021,"5,500",Benzin  ,,Qora,,2022-03
#Nexia 2,4,"6,600$",2015,"198,000",Benzin + metan ,,Oq,,2022-03
#Cobalt,4,"12,000$",2021,"2,900",Benzin  ,,Qora,,2022-03
#Gentra,3,"13,300$",2019,"30,000",Benzin  ,,Oq,,2022-03
#Hyundai Lafesta Electronic,GXL,"35,000$",2021,1.000,To'kda  ,,Mokriy,,2022-03
#Hyundai Tucson High Tech,2,"33,500$",2020,14.500,Benzin  ,,Yashil,,2022-03
#Cobalt,4,"13,000$",2020,33.000,Benzin + Gaz ,,Mokriy,Toshkent,2022-03
#Malibu 2,Turbo,"22,600$",2019,"75,000",Benzin  ,,Oq,,2022-03
#Gentra,3,"17,000$",2021,"10,300",Benzin  ,,Qora,,2022-03
#Nexia 2,4,"5,200$",2009,"279,000",Benzinda yurgan faqat ,,qora,,2022-03
#Nissan Altima,4,"9,000$",2005,"32,900",Benzin + metan ,,Shampan,,2022-03
#Malibu 2,2,"25,500$",2018,"45,000",Benzin  ,,Oq,,2022-03
#Cobalt,a/t,"12,800$",2022,26,Benzin  ,,Oq,,2022-03
#Gentra,1,"10,500$",2017,"171,000",Benzin + metan ,,Oq,,2022-03
#Spark,4,"9,600$",2020,"58,000",Benzin + metan ,,Mokriy,,2022-03
#Damas,Delux,"8,500$",2021,"2,074",Benzin  ,,Oq,,2022-03
#Cobalt,2,"7,900$",2013,"535,000",Benzin + metan ,,Oq,,2022-03
#Nexia 2,1,"4,200$",2009,231.000,Benzin + metan ,,Delfin,,2022-03
#Malibu 2,3,"29,000$",2019,"28,000",Benzin  ,,Qora,,2022-03
#Nexia 3,4,11200$,2021,4500,Benzin  ,,Oq,,2022-03
#Spark,1,"6,400$",2012,"56,000",Benzin + metan ,,Oq,,2022-03
#Nexia 3,2,"8,500$",2019,"96,000",Benzin + metan ,,Oq,,2022-03
#Damas,2,"5,500$",2012,"236,000",Benzin + metan ,10%,Qaymoq,,2022-03
#Spark,4,"10,200$",2021,"4,419",Benzin  ,,Oq,,2022-03
#Gentra,2,"9,400$",2015,"268,000",Benzin + metan ,,Kumush,,2022-03
#Cobalt,4,"11,200$",2018,"39,800",Benzin  ,,Oq,,2022-03
#Spark,4,"8,600$",2019,"75,000",Benzin  ,,Oq,,2022-03
#Matiz,1,"5,200$",2018,"116,000",Benzin  ,,Oq,,2022-03
#Spark,2,"7,800$",2019,"82,000",Benzin + metan ,,Oq,,2022-03
#Munis matarol,zonzol,"2,200$",2014,310,Benzin  ,,Qizil,,2022-03
Daewoo #Nexia 1,"Full,","6,500$",2001,"156,000",Benzin: Gaz umuman qoyilmagan ,,Metalik,,2022-03
"#Lacetti 1,8",2,"8,000$",2011,162.000,Benzin + metan (100 talik 4-pakalenya) ,,Oq,,2022-03
#Matiz best,3,"4,000$",2010,"465,000",Benzin  + Gaz  ,,Oq,,2022-03
#Nexia 3 Ravon,4,"10,500$",2020,"65,000",Benzin + metan 4 pok ,,Seriy,,2022-03
#Gentra,3,"15,000$",2022,"2,900",Benzin  ,,Oq,,2022-03
#Spark,2,"6,500$",2012,"180,000",Benzin  ,,Stalnoy,,2022-03
#Nexia 2,Super,"4,500$",2010,"810,000",Benzin + metan ,,Sariq,,2022-03
#Matiz best H9,Super,"4,200$",2011,"303,000",Benzin + metan ,,Oq,,2022-03
#Malibu 2,Turbo,"24,500$",2019,"75,000",Benzin  ,,Oq,,2022-03
#Captiva 1,4,"25,000$",2010,200,Benzin  ,,Qora,,2022-03
#Nexia 3 Ravon,2,"8,800$",2018,"23,000",Benzin  ,,Oq,,2022-03
#Gentra,3,"13,900$",2019,45.000,Benzin + Propan ,,Mokriy,,2022-03
#Matiz,Supper,"3,600$",2006,"240,000",Benzin + metan ,,Kulrang,,2022-03
#Nexia 3,2,"9,500$",2020,"9,000",Benzin  ,,Oq,,2022-03
#Nexia 2,Full,"9,000$",2015,"39,000",Benzin  ,,Oq,,2022-03
#Nexia 2,2,"5,600$",2008,295.000,Benzin + Metan ,,Seriy,,2022-03
#Gentra,1,"12,800$",2020,"27,000",Benzin  ,,Qora,,2022-03
#Nexia 3,2,"10,600$",2019,"21,000",Benzin  ,,Oq,,2022-03
#Nexia 2,1.6,"5,900$",2011,"288,000",Benzin + metan ,30%,Oq,,2022-03
#Nexia 2,lyuks,"6,200$",2015,"75,000",Benzin + metan ,,Oq,,2022-03
#Gentra,1,"13,000$",2021,"40,400",Benzin  ,,Oq,,2022-03
#Cobalt,2,"8,600$",2014,"171,000",Benzin + metan ,,Delfin,,2022-03
#Cobalt,a/t,"9,500$",2015,"80,000",Benzin  ,,Mokriy,,2022-03
#Nexia 2,1.6,"6,500$",2013,"365,000",Benzin + metan ,,Oq,,2022-03
#Cobalt,2,"9,000$",2015,"129,000",Benzin  ,,Serebristiy,,2022-03
#Spark,2,"9,300$",2021,"17,550",Benzin  ,,Mokriy,,2022-03
#Tracker,2,"18,000$",2020,"38,000",Benzin + metan ,,Jemchug,,2022-03
#Spark,a/t,"9,000$",2020,67.000,Benzin  ,,Oq,,2022-03
#Gentra,3,"15,200$",2020,"33,000",Benzin  ,,Oq,,2022-03
#Gentra,3,"17,000$",2021,"10,300",Benzin  ,,Qora,,2022-03
#Gentra,3,"14,200$",2020,"39,400",Benzin  ,,Oq,,2022-03
#Tico,Koreyski,"2,700$",1996,"423,000",Benzin + metan ,,Bardoviy,,2022-03
#Gentra,3,"15,000$",2018,"65,000",Benzin  ,,Oq,,2022-03
#Tracker,Primier,"18,300$",2019,"34,000",Benzin  ,,Seriy,,2022-03
#Gentra,3,"16,500$",2021,"10,300",Benzin  ,,Qora,,2022-03
#Nexia 3,4,"11,700$",2022,"3,900",Benzin  ,,Qora,,2022-03
#Nexia 3,2,"9,800$",2020,"12,000",Benzin  ,,Oq,,2022-03
#Nexia 3 Ravon,a/t,"9,200$",2017,"135,000",Benzin + metan ,,Oq,,2022-03
#Gentra,3,"12,500$",2018,"38,000",Benzin  ,,Morkiy,,2022-03
#Gentra,3,"14,300$",2020,"29,500",Benzin  ,,Oq,,2022-03
#Nexia 2,DOHC,"3,900$",2008,"308,000",Benzin + metan ,50%,Stalnoy,,2022-03
#Cobalt,2,"9,000$",2015,"217,500",Benzin + Metan ,,Mokriy,,2022-03
#Nexia 3,2,"8,400$",2018,"230,000",Benzin + metan ,,Oq,,2022-02
#Nexia 2,1,"4,700$",2009,231.000,Benzin + metan ,,Delfin,,2022-02
#Nexia 1,lyuks,"5,200$",2007,290.000,Benzin + metan ,35%,Oq,,2022-02
#Nexia 2,Lyuks,"6,500$",2013,"191,000",Benzin + Propan ,,Oq,,2022-02
#Lacetti,1,"7,000$",2010,385,Benzin + metan 3 pok ,,Oq,,2022-02
#Nexia 2,1.6,"7,200$",2015,"106,000",Benzin + metan ,,Oq,,2022-02
#Gentra,3,"13,300$",2018,"42,000",Benzin  ,,Oq,,2022-02
#Matiz,1,"5,500$",2018,"38,000",Benzin  ,,Oq,,2022-02
#Nexia 2,COHC,"6,500$",2015,"102,000",Benzin  ,,Oq,,2022-02
#Damas,Delux,"7,000$",2019,"73,000",Benzin + metan ,,Oq,,2022-02
#Kia,mator,"22,000$",2014,"248,000",Salarka ,20%,Qora,,2022-02
#Gentra,3,"14,300$",2020,"29,500",Benzin  ,,Oq,,2022-02
#Kia,mator,"22,000$",2014,"248,000",Salarka ,20%,Qora,,2022-02
#Nexia 3,2,"9,600$",2020,"9,319",Benzin  ,,Oq,,2022-02
#Gentra,1,"9,500$",2016,"113,000",Benzin + metan ,,Metalik,,2022-02
#Cobalt,1,"8,000$",2013,"2,500",Benzin + metan ,,Metalika,,2022-02
#Spark,3,"7,200$",2017,"157,000",Benzin + metan  ,,Oq,,2022-02
#Cobalt, 4,"13,500$",2021,"3,200",Benzin + metan ,,Oq,,2022-02
#Nexia 3,2,"8,500$",2018,"22,800",Benzin  ,,Oq,,2022-02
#Gentra,1,"11,000$",2018,45.000,Benzin + metan ,,Oq,,2022-02
#Spark,2,"7,100$",2015,"88,300",Benzin + metan ,,Oq,,2022-02
#Cobalt,3,"8,000$",2013,350.000,Benzin + metan ,,Oq,,2022-02
#Gentra,3,"13,800$",2020,"52,000",Benzin + metan  ,,Oq,,2022-02
#Nexia 3,4,"10,500$",2020,31.000,Benzin: + metan 4 pok. ,,Oq,,2022-02
#Spark,2,"8,000$",2020,"51,000",Benzin  ,,Oq,,2022-02
#Gentra,1,"9,800$",2016,"127,000",Benzin + metan ,,Kulrang,,2022-02
#Cobalt,2,"8,300$",2014,360.000,Benzin + metan ,,Oq,,2022-02
#Lacetti 1.6,3,"9,000$",2013,200.000,Benzin + metan ,,Oq,,2022-02
#Spark,1,"6,600$",2013,"130,000",Benzin  ,,Metalik,,2022-02
#Gentra,1,"10,800$",2018,"105,000",Benzin + metan Zavodskoy ,,Oq,,2022-02
#Gentra,1,"10,800$",2017,"77,000",Benzin + metan ,,Oq,,2022-02
#Gentra,1,"8,500$",2016,"190,000",Benzin + metan ,,Bardoviy,,2022-02
#Gentra,1,"11,000$",2017,"40,000",Benzin  ,,Oq,,2022-02
#Gentra,2,"9,900$",2016,"98,000",Benzin  ,,Oq,,2022-02
#Spark,4,"10,200$",2019,"1,700",Benzin  ,,Oq,,2022-02
#Spark,1,"5,600$",2013,"126,000",Benzin  ,,Oq,,2022-02
#Lacetti,1,"6,800$",2008,"340,000",Benzin + metan 3 pok ,,Stalnoy,,2022-02
#Cobalt,4,"12,300$",2021,11.700,Benzin ,,Oq,Toshkent ❌ Olib sotarla keremas,2022-02
#Lacetti,3,"6,800$",2009,300.000,Benzin + Metan ,,Oq,,2022-02
#Gentra Sx,1,"12,500$",2020,"28,000","Benzin + metan 4,5 pok  ",,Matoviy,,2022-02
Tayota Prado,a/t,"19,500$",2006,"394,000",Benzin + metan 4 pok ,,Qora,,2022-02
#Nexia 3,2,"9,500$",2020,"50,000",Benzin + metan ,,Oq,,2022-02
#Equinox,2,"32,500$",2020,"12,000",Benzin 95 92 ,,Mokriy,,2022-02
#Lada Vesta Cross,3,"12,000$",2019,23.000,Benzin ,,Choco,,2022-02
#Nexia 3,4,"9,300$",2020,50.000,Benzin ,,Mokriy,,2022-02
#Gentra,mexanika,"10,500$",2014,"60,000",Benzin  ,,Oq,,2022-02
#Gentra,1,"10,500$",2015,"120,000",Benzin + metan ,,Qora,,2022-02
#Gentra,3,"13,000$",2018,"20,000",Benzin  ,,Oq,,2022-02
